GradeID,Created,Updated,ContactID,CourseID,CourseName,Score
678134,"9/28/2020 10:59:53 AM","9/28/2020 10:59:53 AM",8643,1274,"Anatomy & Physiology 1A_750v2",92
678135,"9/28/2020 11:00:33 AM","9/28/2020 11:00:33 AM",8643,1289,"Basic Swedish Massage A_750v2",79
678136,"9/28/2020 11:01:12 AM","9/28/2020 11:01:12 AM",8643,1369,"Interpersonal Communications_750v2",97
678137,"9/28/2020 11:13:36 AM","9/28/2020 11:13:36 AM",8643,1720,"Anatomy & Physiology 1B_750v2",88
678138,"9/28/2020 11:14:01 AM","9/28/2020 11:14:01 AM",8643,1741,"Basic Swedish Massage B_750v2",91
678139,"9/28/2020 11:14:34 AM","9/28/2020 11:14:34 AM",8643,1443,"Self-Care",88
678140,"9/28/2020 11:45:43 AM","9/28/2020 11:45:43 AM",9052,1369,"Interpersonal Communications_750v2",97
678141,"9/28/2020 11:46:41 AM","9/28/2020 11:46:41 AM",154091,1369,"Interpersonal Communications_750v2",100
678142,"9/28/2020 11:47:39 AM","9/28/2020 11:47:39 AM",511293,1369,"Interpersonal Communications_750v2",97
678143,"9/28/2020 11:49:50 AM","9/28/2020 11:49:50 AM",511330,1369,"Interpersonal Communications_750v2",96
678144,"9/28/2020 11:50:18 AM","9/28/2020 11:50:18 AM",511268,1369,"Interpersonal Communications_750v2",99
678145,"9/28/2020 11:50:45 AM","9/28/2020 11:50:45 AM",510874,1369,"Interpersonal Communications_750v2",99
678146,"9/28/2020 11:51:11 AM","9/28/2020 11:51:11 AM",158118,1369,"Interpersonal Communications_750v2",98
678147,"9/28/2020 11:51:39 AM","9/28/2020 11:51:39 AM",158268,1369,"Interpersonal Communications_750v2",93
678148,"9/28/2020 12:13:11 PM","9/28/2020 12:13:11 PM",8643,1385,"Kinetic Anatomy_750v2",92
678149,"9/28/2020 12:15:36 PM","10/20/2020 12:06:34 PM",8643,1280,"Anatomy & Physiology 2_750v2",83
678150,"9/28/2020 12:16:01 PM","9/28/2020 12:16:01 PM",8643,1357,"Hydrotherapy_750v2",98
678151,"9/28/2020 12:20:30 PM","9/28/2020 12:20:30 PM",157918,1679,"Introduction to Nutrition 1_1124v3",
678152,"9/28/2020 12:21:03 PM","9/28/2020 12:21:03 PM",157918,1680,"Introduction to Fitness Training_1124v3",
678153,"9/28/2020 12:25:34 PM","9/28/2020 12:25:34 PM",8643,1435,"Reflexology_750v2",100
678154,"9/28/2020 12:26:14 PM","9/28/2020 12:26:14 PM",8643,1262,"Advanced Massage Techniques_750v2",87
678155,"9/28/2020 12:26:25 PM","9/28/2020 12:28:20 PM",155820,1369,"Interpersonal Communications_750v2",32
678156,"9/28/2020 12:26:57 PM","9/28/2020 12:26:57 PM",8643,1421,"Pathology_750v2",88
678157,"9/28/2020 12:27:31 PM","9/28/2020 12:27:31 PM",8643,1337,"Eastern Movement Therapies_750v2",100
678158,"9/28/2020 12:28:58 PM","9/28/2020 12:28:58 PM",155820,1289,"Basic Swedish Massage A_750v2",
678159,"9/28/2020 12:29:14 PM","9/28/2020 12:29:14 PM",155820,1274,"Anatomy & Physiology 1A_750v2",
678160,"9/28/2020 3:46:09 PM","9/28/2020 3:46:09 PM",9055,1421,"Pathology_750v2",99
678161,"9/28/2020 3:46:47 PM","9/28/2020 3:46:47 PM",9076,1421,"Pathology_750v2",81
678162,"9/28/2020 3:47:08 PM","9/28/2020 3:47:08 PM",8982,1421,"Pathology_750v2",97
678163,"9/28/2020 3:47:33 PM","9/28/2020 3:47:33 PM",8903,1421,"Pathology_750v2",96
678164,"9/28/2020 3:48:16 PM","9/28/2020 3:48:16 PM",9014,1421,"Pathology_750v2",93
678165,"9/28/2020 3:48:39 PM","9/28/2020 3:48:39 PM",8885,1421,"Pathology_750v2",98
678166,"9/28/2020 3:49:08 PM","9/28/2020 3:49:08 PM",8661,1421,"Pathology_750v2",98
678167,"9/28/2020 3:49:27 PM","9/28/2020 3:49:27 PM",8995,1421,"Pathology_750v2",96
678168,"9/28/2020 3:49:50 PM","10/20/2020 4:40:20 PM",9022,1421,"Pathology_750v2",99
678169,"9/28/2020 3:50:23 PM","9/28/2020 3:50:23 PM",8938,1421,"Pathology_750v2",96
678170,"9/28/2020 3:51:05 PM","9/28/2020 3:51:05 PM",8939,1421,"Pathology_750v2",96
678172,"9/28/2020 4:52:26 PM","9/28/2020 4:52:26 PM",9030,1382,"Joint & Stretch_800",94
678173,"9/28/2020 4:52:47 PM","9/28/2020 4:52:47 PM",9030,1344,"Ethics & Professionalism_800",32
678174,"9/28/2020 10:57:57 PM","9/28/2020 10:57:57 PM",8945,1672,"Assessment & Documentation Skills_750",100
678175,"9/28/2020 10:58:31 PM","9/28/2020 10:58:31 PM",8917,1672,"Assessment & Documentation Skills_750",100
678176,"9/28/2020 10:59:53 PM","9/28/2020 10:59:53 PM",8637,1672,"Assessment & Documentation Skills_750",100
678177,"9/28/2020 11:00:18 PM","9/28/2020 11:00:18 PM",8770,1672,"Assessment & Documentation Skills_750",100
678178,"9/28/2020 11:00:31 PM","9/28/2020 11:00:31 PM",8919,1672,"Assessment & Documentation Skills_750",100
678179,"9/28/2020 11:00:44 PM","9/28/2020 11:00:44 PM",8901,1672,"Assessment & Documentation Skills_750",99
678180,"9/28/2020 11:01:04 PM","10/21/2020 10:46:49 AM",8781,1672,"Assessment & Documentation Skills_750",0
678181,"9/28/2020 11:01:34 PM","9/28/2020 11:01:34 PM",8936,1672,"Assessment & Documentation Skills_750",100
678182,"9/28/2020 11:01:46 PM","9/28/2020 11:01:46 PM",8960,1672,"Assessment & Documentation Skills_750",100
678183,"9/29/2020 2:48:58 PM","9/29/2020 2:48:58 PM",158473,1289,"Basic Swedish Massage A_750v2",93
678184,"9/29/2020 2:49:50 PM","9/29/2020 2:49:50 PM",156661,1289,"Basic Swedish Massage A_750v2",96
678185,"9/29/2020 2:50:22 PM","9/29/2020 2:50:22 PM",510773,1289,"Basic Swedish Massage A_750v2",86
678186,"9/29/2020 2:50:54 PM","9/29/2020 2:50:54 PM",9085,1289,"Basic Swedish Massage A_750v2",97
678187,"9/29/2020 2:51:23 PM","9/29/2020 2:51:23 PM",510743,1289,"Basic Swedish Massage A_750v2",89
678188,"9/29/2020 2:51:48 PM","9/29/2020 2:51:48 PM",511078,1289,"Basic Swedish Massage A_750v2",94
678189,"9/29/2020 4:16:44 PM","9/29/2020 4:16:44 PM",8908,1357,"Hydrotherapy_750v2",95
678190,"9/29/2020 4:18:26 PM","9/29/2020 4:18:26 PM",8908,1435,"Reflexology_750v2",91
678191,"9/29/2020 4:20:14 PM","9/29/2020 4:20:14 PM",8908,1407,"Neuromuscular Massage_800",86
678192,"9/29/2020 4:21:37 PM","9/29/2020 4:21:37 PM",8908,1294,"Business Practices_750v2",92
678193,"9/29/2020 4:23:29 PM","9/29/2020 4:23:29 PM",8908,1344,"Ethics & Professionalism_800",100
678194,"9/29/2020 4:40:03 PM","9/29/2020 4:40:03 PM",8872,1319,"Corrective Exercise Specialis",94
678195,"9/29/2020 4:40:14 PM","9/29/2020 4:40:14 PM",512806,1319,"Corrective Exercise Specialis",80
678196,"9/29/2020 4:40:27 PM","9/29/2020 4:40:27 PM",8779,1319,"Corrective Exercise Specialis",81
678198,"9/29/2020 9:18:22 PM","9/29/2020 9:18:22 PM",8844,1474,"Clinic Orientation_750v2",100
678199,"9/29/2020 9:19:08 PM","9/29/2020 9:19:08 PM",8742,1474,"Clinic Orientation_750v2",100
678200,"9/29/2020 9:19:16 PM","9/29/2020 9:19:16 PM",8876,1474,"Clinic Orientation_750v2",100
678201,"9/29/2020 9:19:26 PM","9/29/2020 9:19:26 PM",8823,1474,"Clinic Orientation_750v2",100
678202,"9/29/2020 9:19:57 PM","9/29/2020 9:19:57 PM",8945,1474,"Clinic Orientation_750v2",100
678203,"9/29/2020 9:20:02 PM","9/29/2020 9:20:02 PM",8917,1474,"Clinic Orientation_750v2",100
678205,"9/29/2020 9:20:13 PM","9/29/2020 9:20:13 PM",8770,1474,"Clinic Orientation_750v2",100
678206,"9/29/2020 9:20:19 PM","9/29/2020 9:20:19 PM",8919,1474,"Clinic Orientation_750v2",100
678207,"9/29/2020 9:20:25 PM","9/29/2020 9:20:25 PM",8901,1474,"Clinic Orientation_750v2",100
678208,"9/29/2020 9:20:31 PM","9/29/2020 9:20:31 PM",8781,1474,"Clinic Orientation_750v2",100
678209,"9/29/2020 9:20:37 PM","9/29/2020 9:20:37 PM",8936,1474,"Clinic Orientation_750v2",100
678210,"9/29/2020 11:31:01 PM","10/9/2020 5:20:43 PM",8813,1672,"Assessment & Documentation Skills_750",100
678211,"9/30/2020 10:48:59 AM","9/30/2020 10:48:59 AM",513091,1382,"Joint & Stretch_800",99
678212,"9/30/2020 11:40:26 AM","9/30/2020 11:41:08 AM",8908,1458,"Sports Massage_800",99
678213,"9/30/2020 11:42:03 AM","9/30/2020 11:42:03 AM",8908,1344,"Ethics & Professionalism_800",100
678214,"9/30/2020 11:43:13 AM","9/30/2020 11:43:13 AM",8908,1465,"Wellness & Nutrition_800",88
678215,"9/30/2020 11:44:57 AM","9/30/2020 11:44:57 AM",8908,1362,"Integrative Massage_750v2",100
678216,"9/30/2020 11:53:48 AM","9/30/2020 11:53:48 AM",8713,1407,"Neuromuscular Massage_800",98
678217,"9/30/2020 11:55:07 AM","9/30/2020 11:55:07 AM",8713,1294,"Business Practices_750v2",97
678218,"9/30/2020 12:07:07 PM","9/30/2020 12:07:07 PM",8713,1458,"Sports Massage_800",99
678219,"9/30/2020 12:07:39 PM","9/30/2020 12:07:39 PM",8713,1344,"Ethics & Professionalism_800",100
678220,"9/30/2020 12:08:09 PM","9/30/2020 12:08:09 PM",8713,1465,"Wellness & Nutrition_800",91
678221,"9/30/2020 12:08:49 PM","9/30/2020 12:08:49 PM",8933,1435,"Reflexology_750v2",92
678222,"9/30/2020 12:08:50 PM","9/30/2020 12:08:50 PM",8713,1362,"Integrative Massage_750v2",100
678223,"9/30/2020 12:09:18 PM","9/30/2020 12:09:18 PM",9009,1435,"Reflexology_750v2",96
678224,"9/30/2020 12:09:35 PM","9/30/2020 12:09:35 PM",8897,1435,"Reflexology_750v2",95
678225,"9/30/2020 12:09:51 PM","9/30/2020 12:09:51 PM",8949,1435,"Reflexology_750v2",76
678226,"9/30/2020 12:10:04 PM","9/30/2020 12:10:04 PM",8988,1435,"Reflexology_750v2",85
678227,"9/30/2020 12:10:17 PM","9/30/2020 12:10:17 PM",8910,1435,"Reflexology_750v2",99
678228,"9/30/2020 12:10:30 PM","9/30/2020 12:10:30 PM",8713,1474,"Clinic Orientation_750v2",100
678229,"9/30/2020 12:10:31 PM","10/20/2020 3:58:13 PM",8931,1435,"Reflexology_750v2",93
678230,"9/30/2020 12:10:43 PM","9/30/2020 12:10:43 PM",9059,1435,"Reflexology_750v2",97
678231,"9/30/2020 12:11:56 PM","9/30/2020 12:11:56 PM",8743,1407,"Neuromuscular Massage_800",88
678232,"9/30/2020 12:12:34 PM","9/30/2020 12:12:34 PM",8743,1295,"Business Practices",28
678233,"9/30/2020 12:13:26 PM","9/30/2020 12:13:26 PM",8743,1458,"Sports Massage_800",96
678234,"9/30/2020 12:14:06 PM","9/30/2020 12:14:06 PM",8743,1344,"Ethics & Professionalism_800",100
678235,"9/30/2020 12:14:57 PM","9/30/2020 12:14:57 PM",8743,1465,"Wellness & Nutrition_800",79
678236,"9/30/2020 12:15:40 PM","9/30/2020 12:15:40 PM",8743,1362,"Integrative Massage_750v2",100
678237,"9/30/2020 1:54:18 PM","9/30/2020 1:54:18 PM",7967,1684,"Nutrition Analysis_1124v3",89
678238,"9/30/2020 1:54:45 PM","9/30/2020 1:54:45 PM",8628,1684,"Nutrition Analysis_1124v3",92
678239,"9/30/2020 1:55:23 PM","9/30/2020 1:55:23 PM",511118,1684,"Nutrition Analysis_1124v3",0
678240,"9/30/2020 1:55:39 PM","9/30/2020 1:55:39 PM",8273,1684,"Nutrition Analysis_1124v3",91
678241,"9/30/2020 1:57:26 PM","9/30/2020 1:57:26 PM",9010,1684,"Nutrition Analysis_1124v3",95
678242,"9/30/2020 1:57:41 PM","9/30/2020 1:57:41 PM",9122,1684,"Nutrition Analysis_1124v3",88
678243,"9/30/2020 1:57:54 PM","9/30/2020 1:57:54 PM",8924,1684,"Nutrition Analysis_1124v3",96
678244,"9/30/2020 2:27:12 PM","9/30/2020 2:27:12 PM",9130,1728,"Assessment & Documentation Skills_750",100
678245,"9/30/2020 2:27:32 PM","9/30/2020 2:27:32 PM",510868,1728,"Assessment & Documentation Skills_750",100
678246,"9/30/2020 2:27:51 PM","9/30/2020 2:27:51 PM",9107,1728,"Assessment & Documentation Skills_750",100
678247,"9/21/2020 2:11:44 PM","9/21/2020 2:11:44 PM",513430,1262,"Advanced Massage Techniques_750v2",99
678248,"8/6/2020 10:19:19 AM","8/6/2020 10:19:19 AM",513430,1274,"Anatomy & Physiology 1A_750v2",96
678249,"8/4/2020 3:28:46 PM","8/4/2020 3:28:46 PM",513430,1280,"Anatomy & Physiology 2_750v2",92
678250,"8/6/2020 10:16:19 AM","8/6/2020 10:16:19 AM",513430,1289,"Basic Swedish Massage A_750v2",98
678251,"9/10/2020 10:00:23 AM","9/10/2020 10:00:23 AM",513430,1337,"Eastern Movement Therapies_750v2",100
678252,"7/27/2020 10:18:45 AM","7/27/2020 10:18:45 AM",513430,1357,"Hydrotherapy_750v2",99
678253,"8/6/2020 10:05:58 AM","8/6/2020 10:05:58 AM",513430,1369,"Interpersonal Communications_750v2",96
678254,"9/21/2020 5:38:18 PM","9/21/2020 5:38:18 PM",513430,1382,"Joint & Stretch_800",99
678255,"8/6/2020 10:40:42 AM","8/6/2020 10:40:42 AM",513430,1385,"Kinetic Anatomy_750v2",84
678256,"8/31/2020 3:50:10 PM","8/31/2020 3:50:10 PM",513430,1421,"Pathology_750v2",98
678257,"7/27/2020 10:13:44 AM","7/27/2020 10:13:44 AM",513430,1435,"Reflexology_750v2",99
678258,"8/6/2020 10:34:00 AM","8/6/2020 10:34:00 AM",513430,1719,"Assessment & Documentation Skills_750v2",100
678259,"8/6/2020 10:25:19 AM","8/6/2020 11:11:27 AM",513430,1720,"Anatomy & Physiology 1B_750v2",95
678260,"8/6/2020 10:22:22 AM","8/6/2020 11:11:07 AM",513430,1741,"Basic Swedish Massage B_750v2",98
678261,"9/30/2020 3:52:54 PM","9/30/2020 3:52:54 PM",9039,1274,"Anatomy & Physiology 1A_750v2",97
678262,"9/30/2020 3:53:51 PM","9/30/2020 3:53:51 PM",9039,1289,"Basic Swedish Massage A_750v2",99
678263,"9/30/2020 3:54:28 PM","9/30/2020 3:54:28 PM",9039,1369,"Interpersonal Communications_750v2",96
678264,"9/30/2020 3:55:10 PM","9/30/2020 3:55:10 PM",9039,1741,"Basic Swedish Massage B_750v2",95
678265,"9/30/2020 3:55:48 PM","9/30/2020 3:55:48 PM",9039,1443,"Self-Care",100
678266,"9/30/2020 3:56:53 PM","9/30/2020 3:56:53 PM",9039,1337,"Eastern Movement Therapies_750v2",100
678267,"9/30/2020 3:57:45 PM","9/30/2020 3:57:45 PM",9039,1675,"Ethics & Professionalism_750v2",98
678268,"9/30/2020 4:12:36 PM","9/30/2020 4:12:36 PM",9039,1362,"Integrative Massage_750v2",100
678269,"9/30/2020 4:14:14 PM","9/30/2020 4:14:14 PM",9054,1274,"Anatomy & Physiology 1A_750v2",75
678270,"9/30/2020 4:14:40 PM","9/30/2020 4:14:40 PM",9054,1289,"Basic Swedish Massage A_750v2",90
678271,"9/30/2020 4:15:06 PM","9/30/2020 4:15:06 PM",9054,1369,"Interpersonal Communications_750v2",96
678272,"9/30/2020 4:16:03 PM","9/30/2020 4:16:03 PM",9054,1741,"Basic Swedish Massage B_750v2",92
678273,"9/30/2020 4:16:29 PM","9/30/2020 4:16:29 PM",9054,1443,"Self-Care",90
678274,"9/30/2020 4:16:59 PM","9/30/2020 4:16:59 PM",9054,1262,"Advanced Massage Techniques_750v2",57
678275,"9/30/2020 4:17:44 PM","9/30/2020 4:17:44 PM",9054,1337,"Eastern Movement Therapies_750v2",16
678276,"9/30/2020 4:20:49 PM","9/30/2020 4:20:49 PM",9040,1274,"Anatomy & Physiology 1A_750v2",78
678277,"9/30/2020 4:21:10 PM","9/30/2020 4:21:10 PM",9040,1289,"Basic Swedish Massage A_750v2",96
678278,"9/30/2020 4:22:27 PM","9/30/2020 4:22:27 PM",9040,1369,"Interpersonal Communications_750v2",100
678279,"9/30/2020 4:24:05 PM","9/30/2020 4:24:05 PM",9040,1741,"Basic Swedish Massage B_750v2",97
678280,"9/30/2020 4:25:11 PM","9/30/2020 4:25:11 PM",9040,1443,"Self-Care",95
678281,"9/30/2020 4:26:36 PM","9/30/2020 4:26:36 PM",9040,1337,"Eastern Movement Therapies_750v2",97
678282,"9/30/2020 4:42:16 PM","9/30/2020 4:42:16 PM",8393,1684,"Nutrition Analysis_1124v3",72
678283,"9/30/2020 5:05:08 PM","9/30/2020 5:05:08 PM",8951,1362,"Integrative Massage_750v2",100
678284,"9/30/2020 5:05:08 PM","9/30/2020 5:05:08 PM",8849,1362,"Integrative Massage_750v2",100
678285,"9/30/2020 5:05:08 PM","9/30/2020 5:05:08 PM",9144,1362,"Integrative Massage_750v2",95
678286,"9/30/2020 5:05:08 PM","9/30/2020 5:05:08 PM",9147,1362,"Integrative Massage_750v2",95
678287,"9/30/2020 5:05:08 PM","9/30/2020 5:05:08 PM",8927,1362,"Integrative Massage_750v2",100
678288,"9/30/2020 5:05:08 PM","9/30/2020 5:05:08 PM",8794,1362,"Integrative Massage_750v2",100
678289,"9/30/2020 5:05:08 PM","9/30/2020 5:05:08 PM",9034,1362,"Integrative Massage_750v2",100
678290,"9/30/2020 5:05:08 PM","9/30/2020 5:05:08 PM",9043,1362,"Integrative Massage_750v2",100
678291,"9/30/2020 5:05:08 PM","9/30/2020 5:05:08 PM",9011,1362,"Integrative Massage_750v2",100
678292,"9/30/2020 5:05:08 PM","9/30/2020 5:05:08 PM",9140,1362,"Integrative Massage_750v2",100
678293,"9/30/2020 5:05:08 PM","9/30/2020 5:05:08 PM",9015,1362,"Integrative Massage_750v2",100
678294,"9/30/2020 5:05:08 PM","9/30/2020 5:05:08 PM",9074,1362,"Integrative Massage_750v2",100
678295,"9/30/2020 5:05:08 PM","9/30/2020 5:05:08 PM",9138,1362,"Integrative Massage_750v2",100
678296,"9/30/2020 5:17:18 PM","9/30/2020 5:17:18 PM",9005,1274,"Anatomy & Physiology 1A_750v2",100
678297,"9/30/2020 5:17:37 PM","9/30/2020 5:17:37 PM",9005,1289,"Basic Swedish Massage A_750v2",95
678298,"9/30/2020 5:17:59 PM","9/30/2020 5:17:59 PM",9005,1369,"Interpersonal Communications_750v2",95
678299,"9/30/2020 5:18:42 PM","9/30/2020 5:18:42 PM",9005,1720,"Anatomy & Physiology 1B_750v2",96
678300,"9/30/2020 5:19:25 PM","9/30/2020 5:19:25 PM",9005,1741,"Basic Swedish Massage B_750v2",99
678301,"9/30/2020 5:19:47 PM","9/30/2020 5:19:47 PM",9005,1443,"Self-Care",99
678302,"9/30/2020 5:22:46 PM","9/30/2020 5:22:46 PM",9005,1262,"Advanced Massage Techniques_750v2",98
678303,"9/30/2020 5:23:23 PM","9/30/2020 5:23:23 PM",9005,1337,"Eastern Movement Therapies_750v2",100
678304,"9/30/2020 5:27:03 PM","9/30/2020 5:27:03 PM",9033,1274,"Anatomy & Physiology 1A_750v2",100
678305,"9/30/2020 5:27:28 PM","9/30/2020 5:27:28 PM",9033,1289,"Basic Swedish Massage A_750v2",98
678306,"9/30/2020 5:30:05 PM","9/30/2020 5:30:05 PM",512686,1399,"Medical Terminology_790v3",99
678307,"9/30/2020 5:30:57 PM","9/30/2020 5:30:57 PM",512629,1399,"Medical Terminology_790v3",93
678308,"9/30/2020 5:31:43 PM","9/30/2020 5:31:43 PM",511232,1399,"Medical Terminology_790v3",90
678309,"9/30/2020 5:32:10 PM","9/30/2020 5:32:10 PM",512891,1399,"Medical Terminology_790v3",96
678310,"9/30/2020 5:36:18 PM","9/30/2020 5:36:18 PM",9033,1369,"Interpersonal Communications_750v2",91
678311,"9/30/2020 5:37:13 PM","9/30/2020 5:37:13 PM",9033,1720,"Anatomy & Physiology 1B_750v2",93
678312,"9/30/2020 5:37:50 PM","9/30/2020 5:37:50 PM",9033,1741,"Basic Swedish Massage B_750v2",97
678313,"9/30/2020 5:38:26 PM","9/30/2020 5:38:26 PM",9033,1443,"Self-Care",100
678314,"9/30/2020 5:38:54 PM","9/30/2020 5:38:54 PM",9033,1262,"Advanced Massage Techniques_750v2",91
678315,"9/30/2020 5:39:46 PM","9/30/2020 5:39:46 PM",9033,1421,"Pathology_750v2",94
678316,"9/30/2020 5:40:24 PM","9/30/2020 5:40:24 PM",9033,1337,"Eastern Movement Therapies_750v2",100
678317,"9/30/2020 5:44:15 PM","9/30/2020 5:44:15 PM",9001,1274,"Anatomy & Physiology 1A_750v2",100
678318,"9/30/2020 5:44:43 PM","9/30/2020 5:44:43 PM",9001,1289,"Basic Swedish Massage A_750v2",97
678319,"9/30/2020 5:45:10 PM","9/30/2020 5:45:10 PM",9001,1369,"Interpersonal Communications_750v2",91
678320,"9/30/2020 5:49:57 PM","9/30/2020 5:49:57 PM",9001,1720,"Anatomy & Physiology 1B_750v2",90
678321,"9/30/2020 5:50:37 PM","9/30/2020 5:50:37 PM",9001,1741,"Basic Swedish Massage B_750v2",94
678322,"9/30/2020 5:52:39 PM","9/30/2020 5:52:39 PM",9001,1443,"Self-Care",100
678323,"9/30/2020 5:53:09 PM","9/30/2020 5:53:09 PM",9001,1262,"Advanced Massage Techniques_750v2",93
678324,"9/30/2020 5:53:34 PM","9/30/2020 5:53:34 PM",9001,1337,"Eastern Movement Therapies_750v2",95
678325,"9/30/2020 5:54:21 PM","9/30/2020 5:54:21 PM",9001,1344,"Ethics & Professionalism_800",99
678326,"9/30/2020 5:55:49 PM","9/30/2020 5:55:49 PM",9001,1274,"Anatomy & Physiology 1A_750v2",100
678327,"9/30/2020 5:57:15 PM","9/30/2020 5:57:15 PM",9041,1274,"Anatomy & Physiology 1A_750v2",100
678328,"9/30/2020 5:57:50 PM","9/30/2020 5:57:50 PM",9041,1289,"Basic Swedish Massage A_750v2",98
678329,"9/30/2020 5:58:16 PM","9/30/2020 5:58:16 PM",9041,1369,"Interpersonal Communications_750v2",96
678330,"10/1/2020 8:09:26 AM","10/1/2020 8:09:26 AM",511178,1369,"Interpersonal Communications_750v2",99
678331,"10/1/2020 8:09:26 AM","10/1/2020 8:09:26 AM",512775,1369,"Interpersonal Communications_750v2",99
678332,"10/1/2020 8:09:26 AM","10/1/2020 8:09:26 AM",158487,1369,"Interpersonal Communications_750v2",99
678333,"10/1/2020 8:09:26 AM","10/1/2020 8:09:26 AM",9110,1369,"Interpersonal Communications_750v2",81
678334,"10/1/2020 8:09:26 AM","10/1/2020 8:09:26 AM",512633,1369,"Interpersonal Communications_750v2",99
678335,"10/1/2020 8:09:26 AM","10/1/2020 8:09:26 AM",512907,1369,"Interpersonal Communications_750v2",100
678336,"10/1/2020 8:09:26 AM","10/1/2020 8:09:26 AM",75445,1369,"Interpersonal Communications_750v2",99
678337,"10/1/2020 8:09:26 AM","10/1/2020 8:09:26 AM",512532,1369,"Interpersonal Communications_750v2",99
678338,"10/1/2020 8:09:26 AM","10/1/2020 8:09:26 AM",512955,1369,"Interpersonal Communications_750v2",99
678339,"10/1/2020 1:59:27 PM","10/1/2020 1:59:27 PM",512806,1740,"Integrative Massage",97
678340,"10/1/2020 2:00:09 PM","10/1/2020 2:00:09 PM",8779,1740,"Integrative Massage",100
678341,"10/1/2020 3:14:54 PM","10/1/2020 3:14:54 PM",511236,1740,"Integrative Massage",97
678342,"10/1/2020 3:28:48 PM","10/1/2020 3:28:48 PM",9009,1280,"Anatomy & Physiology 2_750v2",83
678343,"10/1/2020 3:29:53 PM","10/1/2020 3:29:53 PM",9009,1385,"Kinetic Anatomy_750v2",71
678344,"10/1/2020 3:31:15 PM","10/1/2020 3:31:15 PM",8949,1280,"Anatomy & Physiology 2_750v2",77
678345,"10/1/2020 3:31:34 PM","3/23/2021 7:05:57 PM",8949,1385,"Kinetic Anatomy_750v2",90
678346,"10/1/2020 4:17:30 PM","2/26/2021 3:14:33 PM",9008,1274,"Anatomy & Physiology 1A_750v2",92
678347,"10/1/2020 4:18:22 PM","2/26/2021 3:15:19 PM",9008,1289,"Basic Swedish Massage A_750v2",96
678348,"10/1/2020 4:23:22 PM","10/1/2020 4:32:26 PM",9008,1369,"Interpersonal Communications_750v2",96
678349,"10/1/2020 4:34:22 PM","10/1/2020 4:34:22 PM",9103,1274,"Anatomy & Physiology 1A_750v2",98
678350,"10/1/2020 4:34:47 PM","10/1/2020 4:34:47 PM",9103,1289,"Basic Swedish Massage A_750v2",98
678351,"10/1/2020 4:40:15 PM","10/1/2020 4:40:15 PM",9041,1720,"Anatomy & Physiology 1B_750v2",96
678352,"10/1/2020 4:40:48 PM","10/1/2020 4:40:48 PM",9041,1741,"Basic Swedish Massage B_750v2",100
678353,"10/1/2020 4:41:19 PM","10/1/2020 4:41:19 PM",9041,1443,"Self-Care",100
678354,"10/1/2020 4:48:43 PM","10/1/2020 4:48:43 PM",9041,1262,"Advanced Massage Techniques_750v2",96
678355,"10/1/2020 4:52:10 PM","10/1/2020 4:52:10 PM",9041,1337,"Eastern Movement Therapies_750v2",95
678356,"10/1/2020 4:53:50 PM","10/1/2020 4:53:50 PM",9025,1274,"Anatomy & Physiology 1A_750v2",100
678357,"10/1/2020 4:54:35 PM","10/1/2020 4:54:35 PM",9025,1289,"Basic Swedish Massage A_750v2",97
678358,"10/1/2020 4:55:11 PM","10/1/2020 5:01:33 PM",9025,1369,"Interpersonal Communications_750v2",80
678359,"10/1/2020 4:55:43 PM","10/1/2020 4:55:43 PM",9025,1720,"Anatomy & Physiology 1B_750v2",95
678361,"10/1/2020 5:02:45 PM","10/1/2020 5:02:45 PM",9025,1443,"Self-Care",100
678362,"10/1/2020 5:03:25 PM","10/1/2020 5:03:25 PM",9025,1262,"Advanced Massage Techniques_750v2",94
678364,"10/1/2020 5:38:24 PM","10/1/2020 5:38:24 PM",9025,1337,"Eastern Movement Therapies_750v2",100
678365,"10/1/2020 5:40:30 PM","10/1/2020 5:40:30 PM",9032,1274,"Anatomy & Physiology 1A_750v2",99
678366,"10/1/2020 5:40:59 PM","10/1/2020 5:40:59 PM",9032,1289,"Basic Swedish Massage A_750v2",96
678367,"10/1/2020 5:41:21 PM","10/1/2020 5:41:21 PM",9032,1369,"Interpersonal Communications_750v2",95
678368,"10/1/2020 5:42:26 PM","10/1/2020 5:42:26 PM",9032,1720,"Anatomy & Physiology 1B_750v2",95
678369,"10/1/2020 5:42:52 PM","10/1/2020 5:42:52 PM",9032,1741,"Basic Swedish Massage B_750v2",93
678370,"10/1/2020 5:43:15 PM","10/1/2020 5:43:15 PM",9032,1443,"Self-Care",97
678371,"10/1/2020 5:43:46 PM","10/1/2020 5:43:46 PM",9032,1262,"Advanced Massage Techniques_750v2",94
678372,"10/1/2020 5:44:10 PM","10/1/2020 5:44:10 PM",9032,1337,"Eastern Movement Therapies_750v2",100
678373,"10/1/2020 5:59:37 PM","10/1/2020 5:59:37 PM",8601,1274,"Anatomy & Physiology 1A_750v2",99
678374,"10/1/2020 6:12:42 PM","10/1/2020 6:12:42 PM",8601,1289,"Basic Swedish Massage A_750v2",97
678375,"10/1/2020 6:13:01 PM","10/1/2020 6:13:01 PM",8601,1369,"Interpersonal Communications_750v2",93
678376,"10/1/2020 6:18:29 PM","10/1/2020 6:18:29 PM",8601,1741,"Basic Swedish Massage B_750v2",99
