ContactID,Created,Updated,Location,Campaign,Program,SubFaculty,ProgramType,Status,StartDate,EndDate,LDA,TerminationDate,Gender,BirthDate,EducationLevel,Postal,TestScore,WonderlicScore,PrimaryFunder,NetRevenue
8633,"5/6/2019 9:34:00 PM","3/17/2022 3:08:23 PM","Springfield","ER - Book a Tour - Website ","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","7/22/2019 12:00:00 AM","8/29/2020 12:00:00 AM","6/10/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","8/16/1977 12:00:00 AM"," N.A.","65706","","23","Wellspring Loan Over 12 Months (School)",14552.28
8734,"6/26/2019 9:05:00 AM","6/1/2022 2:05:01 PM","Springfield","ER - Book a Tour - Website ","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","7/22/2019 12:00:00 AM","8/8/2020 12:00:00 AM","6/24/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","4/30/1989 12:00:00 AM"," N.A.","65802","","23","Wellspring Loan Over 12 Months (School)",15905.46
8721,"6/25/2019 3:38:00 PM","3/17/2022 3:09:07 PM","Springfield","ER - Book a Tour - Website ","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","7/22/2019 12:00:00 AM","10/22/2020 12:00:00 AM","6/10/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","9/17/1982 12:00:00 AM"," N.A.","65804","","19","Wellspring Loan Over 12 Months (School)",15905.46
8726,"7/8/2019 6:32:00 AM","10/22/2020 1:46:21 PM","Springfield","ER - Book a Tour - Website ","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","7/22/2019 12:00:00 AM","8/29/2020 12:00:00 AM","6/10/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","6/21/1997 12:00:00 AM"," N.A.","65721","","28","Wellspring Loan Over 12 Months (School)",14342.4
8774,"6/17/2019 11:46:00 AM","5/3/2021 12:50:48 PM","Springfield","ER - Book a Tour - Website ","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","9/17/2019 12:00:00 AM","1/16/2021 12:00:00 AM","8/11/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","7/13/1989 12:00:00 AM"," N.A.","65740","","23","Wellspring Loan Over 12 Months (School)",14854.9
8758,"7/19/2019 11:36:00 AM","3/17/2022 3:51:01 PM","Springfield","ER - Book a Tour - Website ","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","9/17/2019 12:00:00 AM","1/11/2021 12:00:00 AM","8/11/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","11/2/1998 12:00:00 AM"," N.A.","65807","","20"," N.A.",15791
8906,"10/29/2019 11:42:00 PM","1/9/2022 1:59:48 PM","Springfield","Virtual Adviser - Virtual Adviser","Massage Therapy SP Day","Massage Therapy","Certificate","1.2w Withdrawn","11/4/2019 12:00:00 AM","11/9/2020 12:00:00 AM","6/3/2020 12:00:00 AM","11/9/2020 12:00:00 AM","Female","4/15/1998 12:00:00 AM"," N.A.","65757","","21","Pell Grant (Federal)",15911.92
9105,"4/1/2020 8:24:00 AM","6/5/2021 12:29:38 AM","Springfield","Short Form - Short Form","Massage Therapy SP Day","Massage Therapy","Certificate","1.2w Withdrawn","5/19/2020 12:00:00 AM","10/5/2020 12:00:00 AM","8/4/2020 12:00:00 AM","10/1/2020 12:00:00 AM","Female","5/6/1998 12:00:00 AM"," N.A.","65616","","19","Direct Unsubsidized Stafford Loan (Federal)",15226.12
8974,"12/18/2019 11:43:00 AM","11/2/2021 12:26:20 PM","Springfield","Short Form - Short Form","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","1/14/2020 12:00:00 AM","1/11/2021 12:00:00 AM","11/24/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","3/7/1963 12:00:00 AM"," N.A.","65804","","25","Cash / Check / Money Order (Personal)",15806
8898,"10/17/2019 10:43:00 AM","11/1/2021 5:19:30 PM","Springfield","Short Form - Short Form","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","11/4/2019 12:00:00 AM","11/17/2020 12:00:00 AM","9/10/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","9/17/1977 12:00:00 AM"," N.A.","65807","","24","Wellspring Loan Over 12 Months (School)",16793.68
8868,"9/18/2019 10:07:00 PM","12/29/2020 10:08:19 AM","Springfield","Short Form - Short Form","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","11/4/2019 12:00:00 AM","11/14/2020 12:00:00 AM","9/10/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","9/26/1990 12:00:00 AM"," N.A.","65631","","19","Wellspring Loan Under 12 Months (School)",12452.69
8950,"8/25/2019 6:59:00 PM","3/17/2022 3:07:27 PM","Springfield","Short Form - Short Form","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","1/14/2020 12:00:00 AM","4/12/2021 12:00:00 AM","11/24/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Male","4/17/1994 12:00:00 AM"," N.A.","65802","","24","Veterans Affairs (State)",15806
9041,"2/10/2020 9:40:00 AM","6/16/2021 11:06:09 AM","Springfield","Short Form - Short Form","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","3/2/2020 12:00:00 AM","3/3/2021 12:00:00 AM","1/25/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","10/22/1979 12:00:00 AM"," N.A.","65721","","26","Wellspring Loan Over 12 Months (School)",15905.46
8678,"5/27/2019 7:17:00 PM","10/7/2021 2:49:16 PM","Springfield","Short Form - Short Form","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","6/4/2019 12:00:00 AM","9/14/2020 12:00:00 AM","6/10/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","1/24/2000 12:00:00 AM"," N.A.","65807","","17"," N.A.",15386
8701,"3/25/2019 6:30:00 PM","1/28/2021 3:35:57 PM","Springfield","Short Form - Short Form","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","7/22/2019 12:00:00 AM","8/24/2020 12:00:00 AM","6/24/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","2/16/1980 12:00:00 AM"," N.A.","65804","","22","Wellspring Loan Over 12 Months (School)",16071.96
8855,"8/27/2019 8:44:00 PM","6/2/2021 11:56:30 AM","Springfield","Short Form - Short Form","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","11/4/2019 12:00:00 AM","11/21/2020 12:00:00 AM","9/28/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","11/23/1992 12:00:00 AM"," N.A.","65802","","19","Wellspring Loan Over 12 Months (School)",16070.46
8795,"8/16/2019 3:57:00 PM","9/29/2021 12:43:20 PM","Springfield","Short Form - Short Form","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","9/17/2019 12:00:00 AM","2/26/2021 12:00:00 AM","8/11/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","4/4/1998 12:00:00 AM"," N.A.","65738","","18","Wellspring Loan Over 12 Months (School)",15905.46
8601,"4/4/2019 2:52:00 PM","12/10/2020 12:28:40 PM","Springfield","Short Form - Short Form","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","7/22/2019 12:00:00 AM","8/14/2020 12:00:00 AM","6/24/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","5/22/1985 12:00:00 AM"," N.A.","65770","","22","Wellspring Loan Over 12 Months (School)",13806.28
9039,"1/18/2020 9:55:00 AM","10/12/2021 12:01:59 PM","Springfield","Short Form - Short Form","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","3/2/2020 12:00:00 AM","3/5/2021 12:00:00 AM","1/26/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","5/31/1981 12:00:00 AM"," N.A.","64840","","18","Pell Grant (Federal)",16478.52
9032,"11/20/2019 12:03:00 PM","5/5/2021 10:29:43 AM","Springfield","Short Form - Short Form","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","3/2/2020 12:00:00 AM","4/5/2021 12:00:00 AM","1/25/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","2/25/1991 12:00:00 AM"," N.A.","65807","","23","Wellspring Loan Over 12 Months (School)",15905.46
9033,"1/30/2020 4:22:00 AM","7/15/2021 4:01:34 PM","Springfield","Short Form - Short Form","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","3/2/2020 12:00:00 AM","3/22/2021 12:00:00 AM","1/25/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","9/8/1996 12:00:00 AM"," N.A.","65613","","25","Wellspring Loan Over 12 Months (School)",16085.72
8937,"11/14/2019 10:20:10 AM","10/28/2021 9:41:56 PM","Springfield","Sign - Sign","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","1/14/2020 12:00:00 AM","2/23/2021 12:00:00 AM","11/24/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","8/27/1991 12:00:00 AM"," N.A.","65648","","22","Pell Grant (Federal)",15905.46
9008,"9/16/2019 2:59:33 PM","5/27/2021 6:19:38 PM","Springfield","Student - Student","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","3/2/2020 12:00:00 AM","5/26/2021 12:00:00 AM","5/10/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","8/2/1985 12:00:00 AM"," N.A.","65637","","22","Pell Grant (Federal)",14873.52
8468,"1/2/2019 9:31:31 AM","1/9/2022 2:28:05 PM","Springfield","Student - Student","Massage Therapy SP Day","Massage Therapy","Certificate","1.2w Withdrawn","2/19/2019 12:00:00 AM","9/14/2020 12:00:00 AM","1/1/1900 12:00:00 AM","9/14/2020 12:00:00 AM","Female","10/25/1968 12:00:00 AM"," N.A.","65807","","23","Wellspring Loan Over 12 Months (School)",13470.4
8639,"5/15/2019 3:45:00 PM","7/27/2021 4:05:47 PM","Springfield","Short Form - Short Form","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","7/22/2019 12:00:00 AM","10/17/2020 12:00:00 AM","6/24/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","5/10/1988 12:00:00 AM"," N.A.","65810","","18","Wellspring Loan Over 12 Months (School)",16079.04
8557,"3/16/2019 2:14:00 AM","10/28/2021 9:47:40 PM","Springfield","Short Form - Short Form","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","4/8/2019 12:00:00 AM","8/25/2020 12:00:00 AM","1/1/1900 12:00:00 AM","1/1/1900 12:00:00 AM","Female","8/21/1996 12:00:00 AM"," N.A.","65802","","19"," N.A.",14255
8662,"5/14/2018 9:27:00 PM","1/9/2022 4:48:07 PM","Springfield","SEO - SEO","Massage Therapy SP Day","Massage Therapy","Certificate","1.2w Withdrawn","6/4/2019 12:00:00 AM","1/1/1900 12:00:00 AM","11/14/2019 12:00:00 AM","1/29/2020 12:00:00 AM","Female","2/20/1993 12:00:00 AM"," N.A.","65536","","18","Wellspring Loan Over 12 Months (School)",7121
8482,"1/30/2019 2:19:14 PM","7/17/2020 4:25:29 PM","Springfield","SEO - SEO","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","2/19/2019 12:00:00 AM","1/24/2020 12:00:00 AM","1/1/1900 12:00:00 AM","1/1/1900 12:00:00 AM","Female","11/15/1974 12:00:00 AM"," N.A.","65721","","22"," N.A.",16011
8483,"1/17/2019 9:21:00 AM","4/14/2022 3:27:55 PM","Springfield","SEO - SEO","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","2/19/2019 12:00:00 AM","5/30/2020 12:00:00 AM","1/1/1900 12:00:00 AM","1/1/1900 12:00:00 AM","Female","4/3/1997 12:00:00 AM"," N.A.","65806","","17","Wellspring Loan Over 12 Months (School)",14424.64
8484,"1/27/2019 10:43:00 AM","3/6/2023 10:44:53 AM","Springfield","SEO - SEO","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","2/19/2019 12:00:00 AM","1/29/2020 12:00:00 AM","1/1/1900 12:00:00 AM","1/1/1900 12:00:00 AM","Male","9/24/1987 12:00:00 AM"," N.A.","65807","","23"," N.A.",16011
8494,"1/17/2019 6:25:00 PM","10/29/2021 11:56:54 AM","Springfield","SEO - SEO","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","7/22/2019 12:00:00 AM","9/3/2020 12:00:00 AM","6/10/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","1/21/1992 12:00:00 AM"," N.A.","65605","","21","Wellspring Loan Over 12 Months (School)",14722.8
8467,"1/4/2019 4:59:00 PM","6/1/2020 12:39:22 AM","Springfield","SEO - SEO","Massage Therapy SP Day","Massage Therapy","Certificate","1.2w Withdrawn","2/19/2019 12:00:00 AM","1/1/1900 12:00:00 AM","3/2/2020 12:00:00 AM","3/2/2020 12:00:00 AM","Male","7/19/1998 12:00:00 AM"," N.A.","65707","","24"," N.A.",14231
8413,"11/29/2018 11:36:00 AM","6/7/2020 12:49:16 AM","Springfield","SEO - SEO","Massage Therapy SP Day","Massage Therapy","Certificate","1.2w Withdrawn","1/2/2019 12:00:00 AM","11/17/2019 12:00:00 AM","2/25/2019 12:00:00 AM","2/25/2019 12:00:00 AM","Female","3/4/1994 12:00:00 AM"," N.A.","65804","","21","Pell Grant (Federal)",7397.58
8543,"3/12/2019 8:35:00 AM","6/7/2020 1:02:38 AM","Springfield","Short Form - Short Form","Massage Therapy SP Day","Massage Therapy","Certificate","1.2w Withdrawn","4/8/2019 12:00:00 AM","1/1/1900 12:00:00 AM","6/28/2019 12:00:00 AM","6/28/2019 12:00:00 AM","Female","2/7/1982 12:00:00 AM"," N.A.","65807","","21"," N.A.",3412
8558,"3/19/2019 4:28:00 PM","1/9/2022 9:18:57 PM","Springfield","Short Form - Short Form","Massage Therapy SP Day","Massage Therapy","Certificate","1.2w Withdrawn","4/8/2019 12:00:00 AM","1/1/1900 12:00:00 AM","5/22/2019 12:00:00 AM","9/11/2019 12:00:00 AM","Female","5/10/1999 12:00:00 AM"," N.A.","65714","","24","Wellspring Loan Over 12 Months (School)",4829
8596,"4/5/2019 8:13:00 PM","6/1/2020 12:32:48 AM","Springfield","Short Form - Short Form","Massage Therapy SP Day","Massage Therapy","Certificate","1.2w Withdrawn","9/17/2019 12:00:00 AM","1/1/1900 12:00:00 AM","10/15/2019 12:00:00 AM","10/15/2019 12:00:00 AM","Male","7/20/1995 12:00:00 AM"," N.A.","65806","","30","Wellspring Loan Over 12 Months (School)",3875.67
8800,"5/9/2019 7:20:00 PM","1/9/2022 2:26:58 PM","Springfield","Short Form - Short Form","Massage Therapy SP Day","Massage Therapy","Certificate","1.2w Withdrawn","9/17/2019 12:00:00 AM","9/22/2020 12:00:00 AM","6/11/2020 12:00:00 AM","9/22/2020 12:00:00 AM","Female","6/29/1982 12:00:00 AM"," N.A.","65810","","18","Cash / Check / Money Order (Personal)",15807
8067,"3/24/2018 10:02:02 AM","11/2/2021 8:15:28 AM","Springfield","SEO - SEO","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","11/4/2019 12:00:00 AM","12/22/2020 12:00:00 AM","9/28/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Male","11/13/1990 12:00:00 AM"," N.A.","65807","","18","Wellspring Loan Over 12 Months (School)",14667.06
8367,"7/28/2018 12:41:00 PM","11/25/2020 3:57:04 PM","Springfield","SEO - SEO","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","1/2/2019 12:00:00 AM","11/22/2019 12:00:00 AM","1/1/1900 12:00:00 AM","1/1/1900 12:00:00 AM","Male","11/16/1974 12:00:00 AM"," N.A.","65613","","16","Wellspring Loan Over 12 Months (School)",16369.4
8409,"9/19/2018 10:00:00 AM","11/19/2020 12:59:10 PM","Springfield","SEO - SEO","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","1/2/2019 12:00:00 AM","11/22/2019 12:00:00 AM","1/1/1900 12:00:00 AM","1/1/1900 12:00:00 AM","Female","4/8/1993 12:00:00 AM"," N.A.","65781","","24"," N.A.",16012
8478,"11/13/2018 8:24:00 AM","11/19/2020 1:21:22 PM","Springfield","SEO - SEO","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","2/19/2019 12:00:00 AM","1/24/2020 12:00:00 AM","1/1/1900 12:00:00 AM","1/1/1900 12:00:00 AM","Female","1/19/1972 12:00:00 AM"," N.A.","65020","","17"," N.A.",16011
8446,"12/14/2018 5:23:00 PM","10/6/2021 6:18:53 PM","Springfield","SEO - SEO","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","1/2/2019 12:00:00 AM","7/17/2020 12:00:00 AM","1/1/1900 12:00:00 AM","1/1/1900 12:00:00 AM","Female","10/4/1998 12:00:00 AM"," N.A.","65803","","19"," N.A.",16011
8385,"10/16/2018 6:53:00 PM","8/19/2020 10:03:38 AM","Springfield","SEO - SEO","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","2/19/2019 12:00:00 AM","1/25/2020 12:00:00 AM","1/1/1900 12:00:00 AM","1/1/1900 12:00:00 AM","Female","5/11/1996 12:00:00 AM"," N.A.","65616","","23","Wellspring Loan Over 12 Months (School)",16100.48
8948,"3/7/2018 3:21:01 PM","8/18/2021 10:48:52 AM","Springfield","SEO - SEO","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","1/14/2020 12:00:00 AM","1/5/2021 12:00:00 AM","11/24/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","10/4/1984 12:00:00 AM"," N.A.","65803","","18","Pell Grant (Federal)",15905.46
8591,"11/6/2018 7:55:00 PM","3/9/2021 3:48:00 PM","Springfield","SEO - SEO","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","7/22/2019 12:00:00 AM","8/5/2020 12:00:00 AM","6/24/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","3/30/1992 12:00:00 AM"," N.A.","65802","","28","Wellspring Loan Over 12 Months (School)",15492.72
8797,"9/7/2018 9:19:00 PM","3/6/2021 12:02:38 AM","Springfield","SEO - SEO","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","9/17/2019 12:00:00 AM","12/21/2020 12:00:00 AM","8/11/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Male","4/21/1978 12:00:00 AM"," N.A.","65732","","31","Wellspring Loan Over 12 Months (School)",14873.52
8568,"3/26/2019 1:05:24 PM","8/4/2020 2:24:07 PM","Springfield","Employee - Employee","Massage Therapy SP Day","Massage Therapy","Certificate","1.2w Withdrawn","4/8/2019 12:00:00 AM","1/1/1900 12:00:00 AM","3/17/2020 12:00:00 AM","3/17/2020 12:00:00 AM","Female","9/2/1993 12:00:00 AM"," N.A.","65707","","24","Pell Grant (Federal)",8349
8487,"2/1/2019 1:54:45 PM","1/9/2022 9:39:14 PM","Springfield","Virtual Advisor - Career Training Readiness","Massage Therapy SP Day","Massage Therapy","Certificate","1.2w Withdrawn","2/19/2019 12:00:00 AM","1/1/1900 12:00:00 AM","4/4/2019 12:00:00 AM","8/6/2019 12:00:00 AM","Female","7/12/1993 12:00:00 AM"," N.A.","65548","","19","Pell Grant (Federal)",4776.5
8441,"12/13/2018 12:07:59 PM","10/6/2021 6:29:04 PM","Springfield","Virtual Advisor - Career Training Readiness","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","1/2/2019 12:00:00 AM","11/17/2019 12:00:00 AM","1/1/1900 12:00:00 AM","1/1/1900 12:00:00 AM","Female","4/25/1994 12:00:00 AM"," N.A.","65738","","19","Wellspring Loan Over 12 Months (School)",16620
8469,"1/7/2019 12:55:32 PM","11/19/2020 1:25:06 PM","Springfield","Virtual Advisor - Career Training Readiness","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","2/19/2019 12:00:00 AM","2/3/2020 12:00:00 AM","1/1/1900 12:00:00 AM","1/1/1900 12:00:00 AM","Male","10/27/1988 12:00:00 AM"," N.A.","65721","","22"," N.A.",15824
8777,"1/19/2018 11:22:49 AM","11/10/2021 1:49:11 PM","Springfield","Virtual Advisor - Career Training Readiness","Massage Therapy SP Day","Massage Therapy","Certificate","1.2w Withdrawn","9/17/2019 12:00:00 AM","1/12/2021 12:00:00 AM","8/11/2020 12:00:00 AM","1/12/2021 12:00:00 AM","Male","10/20/1982 12:00:00 AM"," N.A.","63901","","19"," N.A.",15806
9054,"2/6/2020 5:30:37 PM","2/21/2023 12:59:09 PM","Springfield","Virtual Advisor - Career Training Readiness","Massage Therapy SP Day","Massage Therapy","Certificate","1.2w Withdrawn","3/2/2020 12:00:00 AM","9/29/2020 12:00:00 AM","1/7/2021 12:00:00 AM","9/29/2020 12:00:00 AM","Female","12/2/1971 12:00:00 AM"," N.A.","65807","","18","Wellspring Loan Under 12 Months (School)",15806
8384,"10/12/2017 7:32:01 AM","7/21/2020 1:07:08 PM","Springfield","Google/PPC - Google/PPC","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","2/19/2019 12:00:00 AM","1/31/2020 12:00:00 AM","1/1/1900 12:00:00 AM","1/1/1900 12:00:00 AM","Female","1/25/1956 12:00:00 AM"," N.A.","65804","","17","Wellspring Loan Over 12 Months (School)",16071.82
8744,"7/16/2019 1:26:02 PM","9/7/2020 8:00:20 PM","Springfield","Virtual Advisor - Career Training Readiness","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","7/22/2019 12:00:00 AM","9/4/2020 12:00:00 AM","6/24/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","2/14/1991 12:00:00 AM"," N.A.","65608","","24","Wellspring Loan Under 12 Months (School)",15806
8595,"4/17/2019 1:27:12 PM","1/24/2021 8:18:57 PM","Springfield","Virtual Advisor - Career Training Readiness","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","6/4/2019 12:00:00 AM","1/23/2021 12:00:00 AM","6/10/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","11/15/1992 12:00:00 AM"," N.A.","65802","","28"," N.A.",15406
9005,"1/21/2020 3:26:00 PM","11/5/2021 1:55:37 PM","Springfield","Book a Tour (Online) - Book a Tour (Online)","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","3/2/2020 12:00:00 AM","2/12/2021 12:00:00 AM","1/25/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","2/13/1994 12:00:00 AM"," N.A.","72662","","20","Pell Grant (Federal)",13349.7
8476,"1/14/2019 2:35:41 PM","12/21/2020 12:11:36 PM","Springfield","Walk-In - Walk-In","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","2/19/2019 12:00:00 AM","12/7/2020 12:00:00 AM","1/1/1900 12:00:00 AM","1/1/1900 12:00:00 AM","Female","8/24/1998 12:00:00 AM"," N.A.","65775","","25","Cash / Check / Money Order (Personal)",240
8812,"7/10/2019 9:05:36 AM","12/10/2020 12:30:23 PM","Springfield","Virtual Advisor - Career Training Readiness","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","9/17/2019 12:00:00 AM","10/13/2020 12:00:00 AM","8/11/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Male","9/29/1975 12:00:00 AM"," N.A.","65722","","18","Wellspring Loan Under 12 Months (School)",15806
8643,"5/16/2019 3:22:35 PM","11/1/2021 1:21:02 PM","Springfield","FaceBook - FaceBook","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","7/22/2019 12:00:00 AM","11/24/2020 12:00:00 AM","6/24/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Male","3/10/1984 12:00:00 AM"," N.A.","65802","","27","Cash / Check / Money Order (Personal)",15406
8743,"7/10/2019 1:09:00 PM","9/21/2021 11:32:45 PM","Springfield","Google/PPC - Google/PPC","Massage Therapy SP Day","Massage Therapy","Certificate","1.2w Withdrawn","7/22/2019 12:00:00 AM","1/18/2021 12:00:00 AM","6/24/2020 12:00:00 AM","1/18/2021 12:00:00 AM","Male","1/7/1992 12:00:00 AM"," N.A.","65802","","21","Wellspring Loan Over 12 Months (School)",14636.88
8983,"1/9/2020 3:14:00 PM","9/21/2021 10:49:29 PM","Springfield","Google/PPC - Google/PPC","Massage Therapy SP Day","Massage Therapy","Certificate","1.2w Withdrawn","3/2/2020 12:00:00 AM","5/24/2021 12:00:00 AM","5/24/2021 12:00:00 AM","6/7/2021 12:00:00 AM","Male","10/5/1991 12:00:00 AM"," N.A.","65806","","23","Wellspring Loan Over 12 Months (School)",14405.46
8696,"6/13/2019 9:21:00 AM","6/1/2020 12:33:55 AM","Springfield","Google/PPC - Google/PPC","Massage Therapy SP Day","Massage Therapy","Certificate","1.2w Withdrawn","7/22/2019 12:00:00 AM","1/1/1900 12:00:00 AM","10/2/2019 12:00:00 AM","10/2/2019 12:00:00 AM","Female","2/3/1982 12:00:00 AM"," N.A.","65734","","16","Direct Unsubsidized Stafford Loan (Federal)",4783.23
8890,"10/11/2017 11:18:01 PM","1/9/2022 2:32:38 PM","Springfield","Google/PPC - Google/PPC","Massage Therapy SP Day","Massage Therapy","Certificate","1.2w Withdrawn","11/4/2019 12:00:00 AM","9/26/2020 12:00:00 AM","7/20/2020 12:00:00 AM","9/26/2020 12:00:00 AM","Female","11/10/1993 12:00:00 AM"," N.A.","65605","","20","Pell Grant (Federal)",15905.46
8973,"1/2/2020 5:52:21 PM","6/4/2021 11:49:54 PM","Springfield","Google/PPC - Google/PPC","Massage Therapy SP Day","Massage Therapy","Certificate","1.2w Withdrawn","1/14/2020 12:00:00 AM","6/15/2020 12:00:00 AM","8/11/2020 12:00:00 AM","6/11/2020 12:00:00 AM","Male","8/7/1996 12:00:00 AM"," N.A.","65583","","27","Veterans Affairs (State)",15806
8871,"9/18/2019 12:13:00 PM","10/28/2021 8:22:37 PM","Springfield","Google/PPC - Google/PPC","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","11/4/2019 12:00:00 AM","12/18/2020 12:00:00 AM","9/28/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","9/23/1999 12:00:00 AM"," N.A.","65714","","19","Pell Grant (Federal)",14357.64
8905,"10/21/2019 7:13:00 PM","5/1/2021 1:32:28 PM","Springfield","Google/PPC - Google/PPC","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","11/4/2019 12:00:00 AM","4/12/2021 12:00:00 AM","9/21/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","11/20/2000 12:00:00 AM"," N.A.","65804","","26"," N.A.",15806
8908,"9/18/2019 11:51:00 PM","10/28/2021 7:46:28 PM","Springfield","Google/PPC - Google/PPC","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","11/4/2019 12:00:00 AM","4/2/2021 12:00:00 AM","7/15/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Male","7/13/1998 12:00:00 AM"," N.A.","65583","","17","Rehab Vocational Rehab (State)",15806
8909,"7/26/2019 12:08:21 PM","1/28/2021 5:01:55 PM","Springfield","Google/PPC - Google/PPC","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","11/4/2019 12:00:00 AM","12/12/2020 12:00:00 AM","9/28/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","8/31/1964 12:00:00 AM"," N.A.","65674","","18","Rehab Vocational Rehab (State)",15893.45
9040,"1/28/2020 10:19:00 PM","6/15/2021 8:35:09 PM","Springfield","Google/PPC - Google/PPC","Massage Therapy SP Day","Massage Therapy","Certificate","1.4 Complete","3/2/2020 12:00:00 AM","3/31/2021 12:00:00 AM","1/26/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","10/5/1973 12:00:00 AM"," N.A.","65807","","26","Wellspring Loan Over 12 Months (School)",16016.04
